ASK_ID,Question,ShortAnswer,Answer,URL,Status,Topic,SubCategories,Audiences,RelatedQuestions,UpsellItems
895,I am a member of the military or spouse/family member of a servicemember and I think I have a loan that exceeds what I can be charged by law. What should I do? ,,"If you think you have been overcharged for a loan, you should seek legal assistance. It is possible that you won’t have to pay the charges that exceed the legal limit. Check with your local JAG office for more information. To find your JAG Legal Assistance Office use the locator.",/askcfpb/895/i-am-member-military-or-spousefamily-member-servicemember-and-i-think-i-have-loan-exceeds-what-i-can-be-charged-law-what-should-i-do.html,APPROVED,Auto loans,Protections for servicemembers,Servicemembers,<Question: 893 I am a member of the military or spouse/family member of a servicemember. Aren't there limits as to what I can get charged for a loan?> | <Question: 897 I am a member of the military or a spouse/dependent of a servicemember. What access do I have to emergency funding or assistance that helps me avoid taking out high-interest auto loans? >,Auto Loan Complaint
897,I am a member of the military or a spouse/dependent of a servicemember. What access do I have to emergency funding or assistance that helps me avoid taking out high-interest auto loans? ,"Military Aid Societies (Army Emergency Relief, Navy-Marine Corps Relief Society, the Air Force Aid Society, and Coast Guard Mutual Assistance) provide grants and no-interest loans to certain servicemembers in need of essentials such as rent, food, utilities, and vehicle repair and replacement.","There are many resources to help you and your family during times of financial distress. For more information, please contact your relief society:      Army Emergency Relief     Navy-Marine Corps Relief Society     Air Force Aid Society     Coast Guard Mutual Assistance The American Red Cross also partners with Military Aid Societies to provide quality, reliable financial assistance to eligible applicants. If there is no Military Aid Society office located on your installation or in your area, please contact the Red Cross’ Armed Forces Call Center at (877) 272-7337, or contact your local Red Cross chapter. Some banks and credit unions now offer small, low-interest loans for servicemembers and their families if they are caught in a financial bind. These institutions have established programs and products designed to help you resolve your financial crisis, rebuild your credit rating, and establish savings. For more information, please contact your local bank and/or credit union. You should also meet with your installation’s Personal Financial Manager (PFM) to discuss how much you can afford to pay for a vehicle based on your budget.  You can find your closest PFM on the Military Installations website.  Our Auto Loan Resources page can help you find more information and answers on how best to budget and shop for an auto loan.",/askcfpb/897/i-am-member-military-or-spousedependent-servicemember-what-access-do-i-have-emergency-fundingassistance-helps-me-avoid-taking-out-high-interest-auto-loans.html,APPROVED,Auto loans,Protections for servicemembers,Servicemembers,<Question: 893 I am a member of the military or spouse/family member of a servicemember. Aren't there limits as to what I can get charged for a loan?> | <Question: 895 I am a member of the military or spouse/family member of a servicemember and I think I have a loan that exceeds what I can be charged by law. What should I do? >,Auto Loan Complaint
901,What is a Personal Line of Credit?,A Personal Line of Credit is a loan that you access from time to time. You write special checks or request a transfer to your checking account by phone or online.,"Like a credit card account, you have a credit limit, receive a monthly bill, make at least a minimum payment, pay interest based on your outstanding balance, and possibly pay a fee each time you use the account.Personal Lines of Credit are unsecured, unlike Home Equity Lines Of Credit (HELOCs) , which are backed by a mortgage on your home. Personal Lines of Credit are offered by banks and credit unions and usually require that you also have a checking account with the same institution.",/askcfpb/901/what-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 903 How do I find a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?> | <Question: 911 How do I pay back my Personal Line of Credit?>,Bank Account or Service Complaint
903,How do I find a Personal Line of Credit?,,"Ask your bank or credit union if it offers this product. Most do, but they often require strong creditworthiness for approval.",/askcfpb/903/how-do-i-find-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 901 What is a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?> | <Question: 907 How much can I borrow with a Personal Line of Credit?>,Bank Account or Service Complaint
905,What should I look for when shopping for a Personal Line of Credit?,,"Look at the APR, whether and how much the APR can change, any fees to access the line, annual fees, late payment fees, and fees for other events. Compare the costs with other types of credit that may be available to you.",/askcfpb/905/what-should-i-look-when-shopping-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 733 What is an auto loan interest rate? What does APR mean?> | <Question: 901 What is a Personal Line of Credit?> | <Question: 903 How do I find a Personal Line of Credit?>,Bank Account or Service Complaint
907,How much can I borrow with a Personal Line of Credit?,,"Most banks and credit unions that offer this product will set the credit limit based on your creditworthiness and income. Because there is no collateral, these lines usually require strong credit.",/askcfpb/907/how-much-can-i-borrow-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 901 What is a Personal Line of Credit?> | <Question: 903 How do I find a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?>,Bank Account or Service Complaint
909,How long can I borrow funds with a Personal Line of Credit?,,"You may obtain credit up to your unused credit limit, and may re-borrow what you pay down. However, the bank or credit union generally reserves the right to suspend or terminate further credit at any time, without cause.",/askcfpb/909/how-long-can-i-borrow-funds-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 901 What is a Personal Line of Credit?> | <Question: 903 How do I find a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?>,Bank Account or Service Complaint
911,How do I pay back my Personal Line of Credit?,,"Like a credit card, you will pay a monthly bill that shows your advances, payments, interest, and fees. There is always a minimum payment, which may be as much as the entire balance on the account. You may also be required to “clear” the account once a year by paying off the balance in full. Read your account agreement carefully to ensure you understand what you will be required to do. If your line of credit has a minimum payment, you will pay less in interest if you consistently make more than the minimum payment.",/askcfpb/911/how-do-i-pay-back-my-personal-line-credit.html,APPROVED,Bank accounts and services,Money management,,<Question: 901 What is a Personal Line of Credit?> | <Question: 903 How do I find a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?>,Auto Loan Complaint
913,What happens if I do not pay back my Personal Line of Credit?,,"Your account may be suspended. The lender may also be able to take the money you owe directly from your checking account or any other account you have at that bank or credit union. This is called “setoff.”Setoff is not permitted for credit card accounts, but is permitted for personal lines of credit. Read your contract before you sign it so you know what you are agreeing to.Not paying back your Personal Line of Credit may also negatively impact your credit score and history, which could impact your ability to get credit in the future. You may also be liable for collection costs in some states.",/askcfpb/913/what-happens-if-i-do-not-pay-back-my-personal-line-credit.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 901 What is a Personal Line of Credit?> | <Question: 903 How do I find a Personal Line of Credit?> | <Question: 905 What should I look for when shopping for a Personal Line of Credit?>,Bank Account or Service Complaint
915,What is a money market account?,A money market account is a special type of account offered by banks and credit unions.,"Money market accounts are sometimes called money market deposit accounts or money market savings accounts.Like a regular savings account, a money market account at a bank is insured by the Federal Deposit Insurance Corporation (FDIC), while one at a credit union is insured by the National Credit Union Administration (NCUA). You cannot withdraw money or make payments more than six times a month from a money market account by check, debit card, draft, or electronic transfer. Withdrawals or payments by ATM, in person, by mail, messenger, or telephone check (where payment is made by using your checking account number and bank routing number) do not count against the six-transaction limit. Your bank or credit union may also have a minimum deposit that it requires to open a money market account.A money market account is different from a money market mutual fund, or a money market fund. Money market funds are offered by investment companies and others. Money market funds are not insured by the FDIC or the NCUA, which means you could possibly lose money investing in a money market fund.",/askcfpb/915/what-money-market-account.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 1005 Is there a limit on how much I can deposit into my savings account?> | <Question: 1007 Is a money market account insured?> | <Question: 1009 The bank/credit union stopped paying interest on my money market account because I wrote too many checks. Can the bank do this?>,Bank Account or Service Complaint
917,What is a certificate of deposit (CD)?,"A Certificate Deposit, or CD, is a special type of savings account offered by banks or credit unions. You generally must keep your funds in the CD for a specified period of time to avoid penalties.","A CD is also called a “time deposit.” The end of that time period is called the “maturity date.” The size of the penalty you will pay if you remove money from a CD before the maturity date will vary. You can find out what the penalty is before you purchase a CD. Some institutions may agree in advance to waive the penalty for withdrawing the money from the CD before its maturity date if you have held the CD for a minimum period of time. CDs offered by banks are insured (up to $250,000) by the Federal Deposit Insurance Corporation (FDIC), while those offered by credit unions are insured up to $250,000 by the National Credit Union Administration (NCUA). Tip:Select your CD maturity date based on your expected needs. For example, if you will need the money you are going to invest in a CD in five years, you should compare the terms of CDs offered on the assumption that you will withdraw the money at that time.",/askcfpb/917/what-certificate-deposit-cd.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 921 The interest rate offered for CDs (certificates of deposit) is low. Is there anything I can do about that?> | <Question: 923 What is a certificate of deposit (CD) rollover or renewal?>,Bank Account or Service Complaint
919,Can I open checking or savings accounts with more than one bank at a time?,,Yes. There are no restrictions on the number of checking and savings accounts you can open or the number of banks or credit unions with which you can have accounts.,/askcfpb/919/can-i-open-checking-or-savings-accounts-more-one-bank-time.html,APPROVED,Bank accounts and services,Understanding checking accounts,,<Question: 925 Should I get a checking account that pays interest?> | <Question: 927 Can I get a checking account without a driver's license?> | <Question: 929 Can I get a checking account without a social security number?>,Bank Account or Service Complaint
921,The interest rate offered for CDs (certificates of deposit) is low. Is there anything I can do about that?,,"You have many different options when choosing a CD that can affect the interest rate. Generally, you may be able to get a higher interest rate by selecting a later maturity date, which means you must leave your money in the CD longer. For example, a two-year CD generally will have a higher interest rate than a six-month CD.Another possible option is a variable-rate CD, sometimes called a “multi-step,” “bonus rate,” or “step up” CD. The interest rates on these CDs may change according to rules explained by the CD issuer. Choosing a variable-rate CD can increase or decrease your overall earnings for that CD.“Callable CDs” may also offer higher rates. A callable CD is one in which the bank or credit union can end the CD agreement before the maturity date and return your money with the interest that has been earned to that point. Because you take some risk in not knowing whether your callable CD will reach full maturity, banks and credit unions typically offer higher rates on callable CDs than they do on other CDs. But, if the bank or credit union decides to “call” your CD early, you may be forced to withdraw your money or to reinvest in a product with a lower rate. The CD agreement will indicate whether or not your CD is callable. The CD with the highest rate may not always be the best fit for your needs. You should look closely at the different terms to see what type of CD might be right for you. Tip:If you are flexible about how long you can leave your money in the CD, ask if there are any promotional rates. Some banks and credit unions offer a promotional rate for a certain length of CD. If you pick the promotional CD, you may get a higher interest rate.",/askcfpb/921/interest-rate-offered-cds-certificates-deposit-low-there-anything-i-can-do-about.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 917 What is a certificate of deposit (CD)?> | <Question: 923 What is a certificate of deposit (CD) rollover or renewal?>,Bank Account or Service Complaint
923,What is a certificate of deposit (CD) rollover or renewal?,,"A rollover or renewal can occur at the end of the term of a CD. If your CD has a rollover or renewal, the money you originally deposited will be invested in a new CD. The interest already earned may also be invested in the new CD. Some CDs don’t have a rollover feature so when they mature they will stop earning interest.Your bank or credit union may rollover your CD automatically at the end of the CD term unless you tell them not to. However, a bank or credit union is required to send you a notice in writing before the CD matures, and the notice will tell you when your current CD ends and whether it will renew automatically. Tip:Compare rates before you roll over or renew an existing CD. The interest rate for the new CD is not guaranteed to be the same as the interest rate for your current CD – it may be higher or lower. You may want to see if your bank or credit union is offering a promotional rate that is better than the rate on the rollover or renewal CD.",/askcfpb/923/what-certificate-deposit-cd-rollover-or-renewal.html,APPROVED,Bank accounts and services,Other types of bank accounts and services,,<Question: 917 What is a certificate of deposit (CD)?> | <Question: 921 The interest rate offered for CDs (certificates of deposit) is low. Is there anything I can do about that?>,Bank Account or Service Complaint
925,Should I get a checking account that pays interest?,,"Some banks and credit unions offer checking accounts that pay interest, usually at very low rates. These accounts may have higher fees than checking accounts that don’t pay interest. These accounts may also require a larger minimum balance to avoid monthly fees. It is always a good idea to compare checking account fees and terms to see which account and fee structure will cost you less for the way you actually bank.Tip: Because interest rates on deposit accounts are currently very low, fees and minimum balance requirements usually have a much bigger impact on the net value of a checking account than any interest you might earn on a checking account.",/askcfpb/925/should-i-get-checking-account-pays-interest.html,APPROVED,Bank accounts and services,Understanding checking accounts,,<Question: 919 Can I open checking or savings accounts with more than one bank at a time?> | <Question: 927 Can I get a checking account without a driver's license?> | <Question: 929 Can I get a checking account without a social security number?>,Bank Account or Service Complaint
927,Can I get a checking account without a driver's license?,"Banks and credit unions are required to verify your identity when you apply to open an account. If you don’t have a driver’s license, ask what other types of identification will be accepted.","The most common way to verify your identity is with a driver’s license. There are other ways banks and credit unions can verify your identity, so if you don’t have a driver’s license, ask the bank or credit union what types of identification it will accept. The rules leave some discretion to banks and credit unions on what forms of ID to accept.",/askcfpb/927/can-i-get-checking-account-without-drivers-license.html,APPROVED,Bank accounts and services,Understanding checking accounts,,<Question: 919 Can I open checking or savings accounts with more than one bank at a time?> | <Question: 925 Should I get a checking account that pays interest?> | <Question: 929 Can I get a checking account without a social security number?>,Bank Account or Service Complaint
929,Can I get a checking account without a social security number?,You are not required to have a social security number to open a checking or savings account.,"To open a checking or savings account, the bank or credit union will need to verify your name, date of birth, address, and ID number. An ID number can be a social security number or an Individual Taxpayer Identification Number (ITIN). To get an ITIN, you will need to fill out a form with the Internal Revenue Service (IRS).If you don’t have a U.S. government-issued SSN or ITIN, some banks and credit unions will accept a passport number and country of issuance, an alien identification card number, or other government-issued ID number.Visit different banks and credit unions to find out what types of accounts they offer, and what types of ID numbers they accept.",/askcfpb/929/can-i-get-checking-account-without-social-security-number.html,APPROVED,Bank accounts and services,Understanding checking accounts,,<Question: 919 Can I open checking or savings accounts with more than one bank at a time?> | <Question: 925 Should I get a checking account that pays interest?> | <Question: 927 Can I get a checking account without a driver's license?>,Bank Account or Service Complaint
931,Can I cash a check at any bank or credit union?,"No, a bank or credit union is not obligated to cash the check. If you go to a bank or credit union where neither you nor the person writing the check has an account, the bank or credit union will often refuse to cash the check.","However, many banks or credit unions will cash a check if: it is written by one of their account holders,there is money in the account to cover the check, the check is not more than 6 months old, you are the payee shown on the face of the check, and you show proper ID.  The bank or credit union might charge a fee if you don’t have an account with them. The bank or credit union where you have your checking account may allow you to cash a check from another bank or credit union. However, it might require you to first deposit the check into your own account. If you deposit the check in your checking account, the funds will usually be available in one or two business days.Some banks and credit unions do provide fee-based check cashing services, including to consumers that do not have an account with the bank or credit union and who are presenting third-party checks.",/askcfpb/931/can-I-cash-a-check-at-any-bank-or-credit-union.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 933 The bank/credit union refused to cash a check because it was more than six months old. Is this allowed?> | <Question: 935 I tried to cash a check at a bank/credit union where I don't have an account. The bank/credit union made me show identification. Is that allowed?> | <Question: 937 I received a check and tried to cash it at the bank/credit union that holds the account on which the check is written. The bank/credit union charged me a fee for cashing a check. Can a bank/credit union do that?>,Bank Account or Service Complaint
933,The bank/credit union refused to cash a check because it was more than six months old. Is this allowed?,,"Checks that are more than six months old are called “stale checks.” A bank or credit union may choose to honor such a check and different states have different requirements, but federal law does not require it to do so.",/askcfpb/933/bankcredit-union-refused-cash-check-because-it-was-more-six-months-old-allowed.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 931 Can I cash a check at any bank or credit union?> | <Question: 935 I tried to cash a check at a bank/credit union where I don't have an account. The bank/credit union made me show identification. Is that allowed?> | <Question: 937 I received a check and tried to cash it at the bank/credit union that holds the account on which the check is written. The bank/credit union charged me a fee for cashing a check. Can a bank/credit union do that?>,Bank Account or Service Complaint
935,I tried to cash a check at a bank/credit union where I don't have an account. The bank/credit union made me show identification. Is that allowed?,,"Yes, a bank or credit union can require identification before it cashes a check. However, if you are at a bank or credit union where the check is from and you show the identification they require, the bank or credit union must cash the check if there is enough money in the account on which the check is written.",/askcfpb/935/i-tried-cash-check-bankcredit-union-where-i-dont-have-account-bankcredit-union-made-me-show-identification-allowed.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 931 Can I cash a check at any bank or credit union?> | <Question: 933 The bank/credit union refused to cash a check because it was more than six months old. Is this allowed?> | <Question: 937 I received a check and tried to cash it at the bank/credit union that holds the account on which the check is written. The bank/credit union charged me a fee for cashing a check. Can a bank/credit union do that?>,Bank Account or Service Complaint
937,I received a check and tried to cash it at the bank/credit union that holds the account on which the check is written. The bank/credit union charged me a fee for cashing a check. Can a bank/credit union do that?,,"Generally, a bank or credit union can charge you a fee for cashing a check when you don’t have an account with that bank or credit union.However, some states have laws that require employers to pay you in a way that enables you to get your wages without a fee. In those states, you should be able to cash your paycheck at the bank or credit union the check is from without paying a fee. To learn more about the law in your state, contact your state banking department, state Attorney General’s office, or for issues related to your paycheck, your state’s Labor Department.",/askcfpb/937/i-received-check-and-tried-cash-it-bankcredit-union-that-holds-account-which-check-is-written-bankcredit-union-charged-me-fee-cashing-check-can-bankcredit-union-do.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks | Overdraft fees and other fees",,<Question: 931 Can I cash a check at any bank or credit union?> | <Question: 933 The bank/credit union refused to cash a check because it was more than six months old. Is this allowed?> | <Question: 935 I tried to cash a check at a bank/credit union where I don't have an account. The bank/credit union made me show identification. Is that allowed?>,Bank Account or Service Complaint
939,I received a check and tried to cash it at the bank/credit union that holds the account on which the check was written. The bank/credit union wouldn't cash the check because they said the account did not have enough money. Can a bank or credit union do that?,,"Yes. If there is not enough money in the account, the bank or credit union does not have to cash the check.",/askcfpb/939/i-received-check-and-tried-cash-it-bankcredit-union-holds-account-which-check-was-written-bankcredit-union-wouldnt-cash-check-because-they-said-account-did-not-have-enough-money-can-bank-or-credit-union-do.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 931 Can I cash a check at any bank or credit union?> | <Question: 933 The bank/credit union refused to cash a check because it was more than six months old. Is this allowed?> | <Question: 935 I tried to cash a check at a bank/credit union where I don't have an account. The bank/credit union made me show identification. Is that allowed?>,Bank Account or Service Complaint
941,I received a check payable to both my spouse and myself. Do both of us have to sign the back of the check?,,"If the check is issued to two people, such as John and Jane Doe, the bank or credit union generally can require that the check be signed by both of them before it can be cashed or deposited.If the check is issued to John or Jane Doe, generally either person can cash or deposit the check.",/askcfpb/941/i-received-check-payable-both-my-spouse-and-myself-do-both-us-have-sign-back-check.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,"<Question: 943 I received a check that someone forgot to sign. Can I still cash it?> | <Question: 945 I received a check where the words and the numbers for the amount are different. Is this check valid and for how much?> | <Question: 947 What does it mean for a check to be endorsed ""for deposit only""?>",Bank Account or Service Complaint
943,I received a check that someone forgot to sign. Can I still cash it?,,"Generally, the bank or credit union will likely either not accept the check or return it to you. You will have to get the person who gave you the check to sign it before you can cash it.",/askcfpb/943/i-received-check-someone-forgot-sign-can-i-still-cash-it.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,"<Question: 941 I received a check payable to both my spouse and myself. Do both of us have to sign the back of the check?> | <Question: 945 I received a check where the words and the numbers for the amount are different. Is this check valid and for how much?> | <Question: 947 What does it mean for a check to be endorsed ""for deposit only""?>",Bank Account or Service Complaint
945,I received a check where the words and the numbers for the amount are different. Is this check valid and for how much?,,"Yes, this check is valid. If there is a difference between the words and the numbers, the amount spelled out in the words is used.",/askcfpb/945/i-received-check-where-words-and-numbers-amount-are-different-check-valid-and-how-much.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,"<Question: 941 I received a check payable to both my spouse and myself. Do both of us have to sign the back of the check?> | <Question: 943 I received a check that someone forgot to sign. Can I still cash it?> | <Question: 947 What does it mean for a check to be endorsed ""for deposit only""?>",Bank Account or Service Complaint
947,"What does it mean for a check to be endorsed ""for deposit only""?","If you write “for deposit only” on the back of a check made out to you and then sign your name, the check can only be deposited in your account.","This is called a “restrictive indorsement,” and it should prevent you or any other person from cashing the check. If you receive a check that was made out to someone else and that person endorsed it “for deposit only,” you should not be able to cash it.",/askcfpb/947/what-does-it-mean-for-a-check-to-be-indorsed-for-deposit-only.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 941 I received a check payable to both my spouse and myself. Do both of us have to sign the back of the check?> | <Question: 943 I received a check that someone forgot to sign. Can I still cash it?> | <Question: 945 I received a check where the words and the numbers for the amount are different. Is this check valid and for how much?>,Bank Account or Service Complaint
949,Can a bank or credit union refuse to open a checking account for me?,,"Yes. There are a number of reasons why a bank or credit union may refuse to open a checking account, for example:A history of writing bad checks. Some people are listed in a database of customers who have been identified as having mishandled checking accounts in the past, which means the bank or credit union is less likely to let them open a checking account. Failure to provide adequate identification. A bank or credit union may refuse to open a checking account for someone who cannot provide the identification that it requests. Tip:If you can’t get a checking account because you are listed as having a prior problem with handling a checking account, try another bank or credit union. Policies vary about how a prior problem will interfere with opening a new account.",/askcfpb/949/can-bank-or-credit-union-refuse-open-checking-account-me.html,APPROVED,Bank accounts and services,Understanding checking accounts | Credit reporting about bank accounts,,"<Question: 951 What is a credit union share draft account? Is it a checking account?> | <Question: 953 What is the difference between a checking account, a demand deposit account, and a NOW (negotiable order of withdrawal) account?> | <Question: 955 My bank/credit union no longer provides copies of my cancelled checks with my statement. Can the bank/credit union do that?>",Bank Account or Service Complaint
951,What is a credit union share draft account? Is it a checking account?,,"Credit unions refer to checking accounts as share draft accounts. While it might not affect how you use the account, share draft accounts are a form of ownership. This means you are a partial owner of the credit union, while checking account owners are customers of banks.",/askcfpb/951/what-credit-union-share-draft-account-it-checking-account.html,APPROVED,Bank accounts and services,Understanding checking accounts,,"<Question: 949 Can a bank or credit union refuse to open a checking account for me?> | <Question: 953 What is the difference between a checking account, a demand deposit account, and a NOW (negotiable order of withdrawal) account?> | <Question: 955 My bank/credit union no longer provides copies of my cancelled checks with my statement. Can the bank/credit union do that?>",Bank Account or Service Complaint
953,"What is the difference between a checking account, a demand deposit account, and a NOW (negotiable order of withdrawal) account?",A demand deposit account is just a different term for a checking account. The difference between a demand deposit account (or checking account) and a negotiable order of withdrawal account is the amount of notice you need to give to the bank or credit union before making a withdrawal.,"Most demand deposit accounts (DDAs) let you withdraw your money without advance notice, but the term also includes accounts that require six days or less of advance notice.NOW accounts are essentially checking accounts where you earn interest on the money you have deposited. With a NOW account, the bank or credit union has the right to require at least seven days written notice of a withdrawal, though this is rarely done.Not all accounts that give you checks are “checking accounts.” Other deposit products, such as money market accounts, may allow you to write checks, but they are not generally suited for day-to-day business, given the restrictions on their use. In addition, a lender may give you checks to access credit, such as a personal loan, home equity loan, or other lines of credit. These types of checks allow you to access your loan.",/askcfpb/953/what-difference-between-checking-account-demand-deposit-account-and-now-negotiable-order-withdrawal-account.html,DELETED,Bank accounts and services,Understanding checking accounts | Other types of bank accounts and services,,<Question: 949 Can a bank or credit union refuse to open a checking account for me?> | <Question: 951 What is a credit union share draft account? Is it a checking account?> | <Question: 955 My bank/credit union no longer provides copies of my cancelled checks with my statement. Can the bank/credit union do that?>,Bank Account or Service Complaint
955,My bank/credit union no longer provides copies of my cancelled checks with my statement. Can the bank/credit union do that?,,"Yes. Banks and credit unions are generally not required by law to return cancelled checks or check images. Usually your monthly statement will include the check number, amount, and date of payment for each check you wrote. State laws also generally require banks and credit unions to keep a copy of all checks for seven years. Contact your bank or credit union directly if you need to obtain a copy of a cancelled check. However, some banks or credit unions charge a fee for this service. Some states have laws preventing a charge for the first two check images per statement cycle.",/askcfpb/955/my-bankcredit-union-no-longer-provides-copies-my-cancelled-checks-my-statement-can-bankcredit-union-do.html,APPROVED,Bank accounts and services,"Writing, depositing, and handling checks",,<Question: 965 Does my bank/credit union have to send me a monthly statement for my checking account?> | <Question: 967 Can a bank or credit union cash a post-dated check before the date on the check?> | <Question: 969 My bank/credit union cashed a post-dated check even though I told them about the post-dated check before they received it. What can I do?>,Bank Account or Service Complaint
957,Can I close my account whenever I want?,,"Most of the time, yes, but your bank or credit union may require you to settle your balance before allowing you to close an account that is overdrawn. If you want to close your account, you should call your bank or credit union or go in person and give them your account information.Once you have made a request, state law generally requires banks or credit unions to close your account in a reasonable amount of time. Be careful when closing accounts to make sure you have no outstanding or pending checks, fees, or automatic payments, because causing these to bounce may result in fees and affect your ability to open another checking account in the future.Some banks or credit unions may charge a fee if you close your account shortly after opening it. You should check whether your bank or credit union charges such a fee.",/askcfpb/957/can-i-close-my-account-whenever-i-want.html,APPROVED,Bank accounts and services,Understanding checking accounts,,"<Question: 959 The bank/credit union closed my checking account even though I did not want them to. Can the bank/credit union do that?> | <Question: 961 I opened a ""free"" checking account but there are fees charged on my account. Can my bank/credit union do that?>",Bank Account or Service Complaint
959,The bank/credit union closed my checking account even though I did not want them to. Can the bank/credit union do that?,,"Yes, a bank or credit union can close your account without your permission. A bank or credit union is most likely to do this if you have written bad checks or don’t have enough in your account to cover your fees. Banks and credit unions may also close dormant accounts for which there has been no activity for a substantial period of time (generally years). Some states may require your bank or credit union to give you notice before it closes your account.",/askcfpb/959/bankcredit-union-closed-my-checking-account-even-though-i-did-not-want-them-can-bankcredit-union-do.html,APPROVED,Bank accounts and services,Other problems with a bank account or service,,"<Question: 957 Can I close my account whenever I want?> | <Question: 961 I opened a ""free"" checking account but there are fees charged on my account. Can my bank/credit union do that?>",Bank Account or Service Complaint
961,"I opened a ""free"" checking account but there are fees charged on my account. Can my bank/credit union do that?",,"If an account is described as “free” or “no cost,” it cannot have any monthly service fees, fees for exceeding a specified number of transactions, or any fees to deposit, withdraw, or transfer money. A “free” or “no cost” account also means that the bank or credit union cannot charge you a fee for not meeting a minimum balance.However, a “free” account may still have certain fees such as ATM fees, overdraft fees, bounced check fees, balance inquiry fees, fees to stop payment on a check, fees on a dormant account, or check-printing fees.",/askcfpb/961/i-opened-free-checking-account-there-are-fees-charged-my-account-can-my-bankcredit-union-do.html,APPROVED,Bank accounts and services,Understanding checking accounts | Overdraft fees and other fees,,"<Question: 963 I opened a ""free"" checking account. I received a notice from the bank/credit union stating that it had decided to start charging monthly fees. Can the bank/credit union do this?> | <Question: 971 The bank/credit union is charging high service, activity, maintenance, or other fees on my checking account. Can the bank/credit union do this?> | <Question: 973 The bank or credit union raised the fees on my checking account. Can the bank or credit union do this?>",Bank Account or Service Complaint
963,"I opened a ""free"" checking account. I received a notice from the bank/credit union stating that it had decided to start charging monthly fees. Can the bank/credit union do this?",,"Yes. A bank or credit union can start charging you fees on your account as long as the bank or credit union notifies you in writing at least 30 days before it starts charging fees and explains the change to your account.However, once it starts charging these fees, the bank or credit unioncan no longer advertise that particular account as a “free” checking account.Banks and credit unions have multiple types of accounts available, so make sure you review your own account terms. If you feel your bank has violated a promise to you, you may file a complaint.",/askcfpb/963/i-opened-free-checking-account-i-received-notice-bankcredit-union-stating-it-had-decided-start-charging-monthly-fees-can-bankcredit-union-do.html,APPROVED,Bank accounts and services,Overdraft fees and other fees | Other problems with a bank account or service,,"<Question: 961 I opened a ""free"" checking account but there are fees charged on my account. Can my bank/credit union do that?> | <Question: 971 The bank/credit union is charging high service, activity, maintenance, or other fees on my checking account. Can the bank/credit union do this?> | <Question: 973 The bank or credit union raised the fees on my checking account. Can the bank or credit union do this?>",Bank Account or Service Complaint
965,Does my bank/credit union have to send me a monthly statement for my checking account?,,"Not necessarily. Most banks or credit unions will send a statement every month. However, banks and credit unions only have to send a monthly statement if you made at least one electronic fund transfer that month.Electronic fund transfers include ATM transactions, transactions using your debit card, and payments you make through online bill payment. It also includes direct deposits and any recurring payments automatically deducted from your account.If you have made no electronic fund transfers, some banks or credit unions may send you a quarterly statement instead of a monthly statement. Many banks and credit unions also offer the option to sign up for electronic statements.",/askcfpb/965/does-my-bankcredit-union-have-send-me-monthly-statement-my-checking-account.html,APPROVED,Bank accounts and services,Understanding checking accounts,,"<Question: 955 My bank/credit union no longer provides copies of my cancelled checks with my statement. Can the bank/credit union do that?> | <Question: 961 I opened a ""free"" checking account but there are fees charged on my account. Can my bank/credit union do that?> | <Question: 981 How do I avoid ATM fees?>",Bank Account or Service Complaint
